# nb_stops nb_waiting_laps nb_vehicules nb_operations capacity 
13 0 60 60 2
#origin destination load 
10 11 1
2 5 1
4 6 1
2 3 1
7 10 1
11 12 1
7 9 1
5 12 1
10 12 1
1 12 1
1 4 1
5 10 1
8 9 1
10 12 1
0 12 1
6 7 1
1 12 1
5 6 1
4 8 1
5 10 1
11 12 1
4 7 1
5 11 1
10 12 1
6 8 1
0 5 1
0 9 1
3 12 1
4 6 1
0 11 1
2 10 1
3 11 1
7 8 1
0 12 1
0 4 1
10 12 1
0 9 1
3 8 1
8 12 1
7 12 1
6 8 1
6 9 1
8 10 1
1 9 1
0 2 1
7 11 1
8 11 1
3 5 1
3 10 1
9 10 1
5 8 1
5 6 1
4 10 1
1 6 1
1 11 1
4 11 1
5 10 1
3 8 1
4 6 1
4 10 1
